state,project_name,project_id,uei,project_description,project_type,priority_broadband_project,estimated_miles_aerial_fiber,estimated_miles_buried_fiber,estimated_jobs,estimated_subaward_date,estimated_performance_start,estimated_performance_end,intersect_tribal,tribal_consent_name,bead_support,fixed_amount_subaward,subgrantee_match,federal_match,state_match,other_match,federal_match_source,notes
NV,Spring Creek Spring Creek Parkway,CM61-BEAD-NV-ELK-0563-0,Q69DNN3QN6C5,Anthem Broadband of Nevada has been awarded to serve Spring Creek Spring Creek Parkway and expects to have the project completed by 6/2/2026,L,Y,0.0,0.0,1,9/3/2025,10/1/2025,6/2/2026,N,,0.0,Y,1,,,,,
NV,East Bailey Mountain,CM61-BEAD-NV-ELK-0564-0,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve East Bailey Mountain and expects to have the project completed by 12/31/2026,L,N,0.0,0.0,1,9/3/2025,10/1/2025,12/31/2026,N,,600.0,Y,0,,,,,
NV,Bailey Mountain,CM61-BEAD-NV-ELK-0565-0,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Bailey Mountain and expects to have the project completed by 12/31/2026,L,N,0.0,0.0,1,9/3/2025,10/1/2025,12/31/2026,N,,600.0,Y,0,,,,,
NV,Sadler Basin,CM61-BEAD-NV-ELK-0566-0,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Sadler Basin and expects to have the project completed by 12/31/2026,L,N,0.0,0.0,1,9/3/2025,10/1/2025,12/31/2026,N,,1800.0,Y,0,,,,,
NV,Pearl Peak,CM61-BEAD-NV-ELK-0567-0,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Pearl Peak and expects to have the project completed by 12/31/2026,L,N,0.0,0.0,1,9/3/2025,10/1/2025,12/31/2026,N,,600.0,Y,0,,,,,
NV,Bullion,CM61-BEAD-NV-ELK-0568-0,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Bullion and expects to have the project completed by 12/31/2026,L,N,0.0,0.0,1,9/3/2025,10/1/2025,12/31/2026,N,,600.0,Y,0,,,,,
NV,Cornwall Mountain,CM61-BEAD-NV-ELK-0569-0,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Cornwall Mountain and expects to have the project completed by 1/31/2027,L,N,0.0,0.0,1,9/3/2025,10/1/2025,1/31/2027,N,,3000.0,Y,1000,,,,,
NV,Coon Creek,CM61-BEAD-NV-ELK-0570-0,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Coon Creek and expects to have the project completed by 12/31/2026,L,N,0.0,0.0,1,9/3/2025,10/1/2025,12/31/2026,N,,600.0,Y,0,,,,,
NV,Marys River Basin Northeast,CM61-BEAD-NV-ELK-0571-0,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Marys River Basin Northeast and expects to have the project completed by 12/31/2026,L,N,0.0,0.0,1,9/3/2025,10/1/2025,12/31/2026,N,,600.0,Y,0,,,,,
NV,Annie Creek,CM61-BEAD-NV-ELK-0572-0,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Annie Creek and expects to have the project completed by 1/31/2027,L,N,0.0,0.0,1,9/3/2025,10/1/2025,1/31/2027,N,,2400.0,Y,800,,,,,
NV,Hot Springs Creek,CM61-BEAD-NV-ELK-0575-0,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Hot Springs Creek and expects to have the project completed by 1/31/2027,L,N,0.0,0.0,1,9/3/2025,10/1/2025,1/31/2027,N,,1200.0,Y,400,,,,,
NV,Buena Vista Ranch,CM61-BEAD-NV-ELK-0576-0,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Buena Vista Ranch and expects to have the project completed by 1/31/2027,L,N,0.0,0.0,1,9/3/2025,10/1/2025,1/31/2027,N,,1200.0,Y,400,,,,,
NV,Mount Ichabod,CM61-BEAD-NV-ELK-0577-0,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Mount Ichabod and expects to have the project completed by 12/31/2026,L,N,0.0,0.0,1,9/3/2025,10/1/2025,12/31/2026,N,,600.0,Y,0,,,,,
NV,Devils Armchair,CM61-BEAD-NV-ELK-0578-0,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Devils Armchair and expects to have the project completed by 12/31/2026,L,N,0.0,0.0,1,9/3/2025,10/1/2025,12/31/2026,N,,600.0,Y,0,,,,,
NV,Twin Buttes,CM61-BEAD-NV-ELK-0579-0,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Twin Buttes and expects to have the project completed by 12/31/2026,L,N,0.0,0.0,1,9/3/2025,10/1/2025,12/31/2026,N,,2400.0,Y,0,,,,,
NV,Delano Peak,CM61-BEAD-NV-ELK-0585-0,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Delano Peak and expects to have the project completed by 12/31/2026,L,N,0.0,0.0,1,9/3/2025,10/1/2025,12/31/2026,N,,600.0,Y,0,,,,,
NV,Twelvemile Ranch,CM61-BEAD-NV-ELK-0586-0,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Twelvemile Ranch and expects to have the project completed by 12/31/2026,L,N,0.0,0.0,1,9/3/2025,10/1/2025,12/31/2026,N,,600.0,Y,0,,,,,
NV,Mustang Draw,CM61-BEAD-NV-ELK-0588-0,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Mustang Draw and expects to have the project completed by 12/31/2026,L,N,0.0,0.0,3,9/3/2025,10/1/2025,12/31/2026,N,,600.0,Y,0,,,,,
NV,Melandco,CM61-BEAD-NV-ELK-0590-0,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Melandco and expects to have the project completed by 1/31/2027,L,N,0.0,0.0,1,9/3/2025,10/1/2025,1/31/2027,N,,1200.0,Y,400,,,,,
NV,Dry Creek Reservoir,CM61-BEAD-NV-ELK-0593-0,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Dry Creek Reservoir and expects to have the project completed by 1/31/2027,L,N,0.0,0.0,1,9/3/2025,10/1/2025,1/31/2027,N,,1200.0,Y,400,,,,,
NV,Peterson Table East,CM61-BEAD-NV-ELK-0596-0,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Peterson Table East and expects to have the project completed by 12/31/2026,L,N,0.0,0.0,1,9/3/2025,10/1/2025,12/31/2026,N,,600.0,Y,0,,,,,
NV,I L Ranch,CM61-BEAD-NV-ELK-0598-0,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve I L Ranch and expects to have the project completed by 12/31/2026,L,N,0.0,0.0,1,9/3/2025,10/1/2025,12/31/2026,N,,600.0,Y,0,,,,,
NV,Chicken Creek Summit,CM61-BEAD-NV-ELK-0599-0,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Chicken Creek Summit and expects to have the project completed by 12/31/2026,L,N,0.0,0.0,1,9/3/2025,10/1/2025,12/31/2026,N,,600.0,Y,0,,,,,
NV,White Horse Mountain,CM61-BEAD-NV-ELK-0605-0,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve White Horse Mountain and expects to have the project completed by 12/31/2026,L,N,0.0,0.0,1,9/3/2025,10/1/2025,12/31/2026,N,,600.0,Y,0,,,,,
NV,Ola,CM61-BEAD-NV-ELK-0606-0,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Ola and expects to have the project completed by 12/31/2026,L,N,0.0,0.0,1,9/3/2025,10/1/2025,12/31/2026,N,,600.0,Y,0,,,,,
NV,Currie,CM61-BEAD-NV-ELK-0607-0,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Currie and expects to have the project completed by 1/31/2027,L,N,0.0,0.0,1,9/3/2025,10/1/2025,1/31/2027,N,,600.0,Y,800,,,,,
NV,Currie Gardens,CM61-BEAD-NV-ELK-0608-0,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Currie Gardens and expects to have the project completed by 12/31/2026,L,N,0.0,0.0,1,9/3/2025,10/1/2025,12/31/2026,N,,600.0,Y,0,,,,,
NV,Boone Canyon,CM61-BEAD-NV-ELK-0609-0,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Boone Canyon and expects to have the project completed by 12/31/2026,L,N,0.0,0.0,1,9/3/2025,10/1/2025,12/31/2026,N,,600.0,Y,0,,,,,
NV,Jake Creek Mountain,CM61-BEAD-NV-ELK-0610-0,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Jake Creek Mountain and expects to have the project completed by 12/31/2026,L,N,0.0,0.0,1,9/3/2025,10/1/2025,12/31/2026,N,,600.0,Y,0,,,,,
NV,Sugarloaf Butte,CM61-BEAD-NV-ELK-0611-0,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Sugarloaf Butte and expects to have the project completed by 12/31/2026,L,N,0.0,0.0,1,9/3/2025,10/1/2025,12/31/2026,N,,600.0,Y,0,,,,,
NV,Tent Mountain,CM61-BEAD-NV-ELK-0613-0,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Tent Mountain and expects to have the project completed by 12/31/2026,L,N,0.0,0.0,1,9/3/2025,10/1/2025,12/31/2026,N,,600.0,Y,0,,,,,
NV,Welcome,CM61-BEAD-NV-ELK-0615-0,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Welcome and expects to have the project completed by 7/31/2029,L,N,0.0,8.0,3,9/3/2025,10/1/2025,7/31/2029,N,,6600.0,Y,0,,,,,
NV,Pequop Summit Southwest,CM61-BEAD-NV-ELK-0617-0,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Pequop Summit Southwest and expects to have the project completed by 1/31/2027,L,N,0.0,0.0,2,9/3/2025,10/1/2025,1/31/2027,N,,1200.0,Y,400,,,,,
NV,Independence Valley Northwest,CM61-BEAD-NV-ELK-0618-0,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Independence Valley Northwest and expects to have the project completed by 12/31/2026,L,N,0.0,0.0,1,9/3/2025,10/1/2025,12/31/2026,N,,600.0,Y,0,,,,,
NV,Palomino Well,CM61-BEAD-NV-ELK-0619-0,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Palomino Well and expects to have the project completed by 12/31/2026,L,N,0.0,0.0,1,9/3/2025,10/1/2025,12/31/2026,N,,600.0,Y,0,,,,,
NV,Duck Valley Reservation The Point,CM61-BEAD-NV-ELK-0737-2,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Duck Valley Reservation The Point and expects to have the project completed by 1/31/2027,L,N,0.0,0.0,1,9/3/2025,10/1/2025,1/31/2027,Y,Duck Valley,1200.0,Y,400,,,,,
NV,Ungina Wongo,CM61-BEAD-NV-ELK-0738-0,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Ungina Wongo and expects to have the project completed by 12/31/2026,L,N,0.0,0.0,1,9/3/2025,10/1/2025,12/31/2026,N,,600.0,Y,0,,,,,
NV,Carlin,CM61-BEAD-NV-ELK-0786-0,E9QDM8AGM7J5,Satview Broadband Ltd has been awarded to serve Carlin and expects to have the project completed by 6/30/2026,L,Y,0.0,0.0,8,9/3/2025,10/1/2025,6/30/2026,N,,346875.0,Y,0,,,,,
NV,Schroeder Mountain,CM61-BEAD-NV-ELK-0787-0,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Schroeder Mountain and expects to have the project completed by 12/31/2028,L,N,0.0,1.0,1,9/3/2025,10/1/2025,12/31/2028,N,,600.0,Y,6644,,,,,
NV,Elko West,CM61-BEAD-NV-ELK-0789-0,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Elko West and expects to have the project completed by 1/31/2027,L,N,0.0,0.0,1,9/3/2025,10/1/2025,1/31/2027,N,,1200.0,Y,400,,,,,
NV,Elko East,CM61-BEAD-NV-ELK-0790-0,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Elko East and expects to have the project completed by 12/31/2026,L,N,0.0,0.0,1,9/3/2025,10/1/2025,12/31/2026,N,,7800.0,Y,0,,,,,
NV,Coal Mine Canyon Southeast,CM61-BEAD-NV-ELK-0791-0,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Coal Mine Canyon Southeast and expects to have the project completed by 1/31/2027,L,N,0.0,0.0,1,9/3/2025,10/1/2025,1/31/2027,N,,17400.0,Y,5800,,,,,
NV,Halleck,CM61-BEAD-NV-ELK-0792-0,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Halleck and expects to have the project completed by 1/31/2027,L,N,0.0,0.0,1,9/3/2025,10/1/2025,1/31/2027,N,,600.0,Y,200,,,,,
NV,Elko,CM61-BEAD-NV-ELK-0794-0,Q69DNN3QN6C5,Anthem Broadband of Nevada has been awarded to serve Elko and expects to have the project completed by 9/30/2028,L,Y,0.0,0.0,15,9/3/2025,10/1/2025,9/30/2028,N,,14762361.4,Y,0,,,,,
NV,Morgan Hill,CM61-BEAD-NV-ELK-0795-4,H5JUPMRB3KX6,Space Exploration Technologies Corp has been awarded to serve Morgan Hill and expects to have the project completed by 1/1/2026,L,N,0.0,0.0,3,9/3/2025,10/1/2025,1/1/2026,N,,750.0,Y,0,,,,,
NV,Morgan Hill,CM61-BEAD-NV-ELK-0795-0,P88MULZVED18,Beehive Broadband has been awarded to serve Morgan Hill and expects to have the project completed by 10/15/2028,L,Y,0.0,0.0,3,9/3/2025,10/1/2025,10/15/2028,N,,1501325.0,Y,0,,,,,
NV,Peko Peak,CM61-BEAD-NV-ELK-0796-0,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Peko Peak and expects to have the project completed by 1/31/2027,L,N,0.0,0.0,1,9/3/2025,10/1/2025,1/31/2027,N,,3000.0,Y,1000,,,,,
NV,Deeth,CM61-BEAD-NV-ELK-0797-0,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Deeth and expects to have the project completed by 1/31/2027,L,N,0.0,0.0,9,9/3/2025,10/1/2025,1/31/2027,N,,43200.0,Y,14400,,,,,
NV,Wells,CM61-BEAD-NV-ELK-0798-0,E9QDM8AGM7J5,Satview Broadband Ltd has been awarded to serve Wells and expects to have the project completed by 6/1/2027,L,Y,0.0,0.0,6,9/3/2025,10/1/2025,6/1/2027,N,,233962.5,Y,0,,,,,
NV,Humboldt Peak,CM61-BEAD-NV-ELK-0799-0,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Humboldt Peak and expects to have the project completed by 1/31/2027,L,N,0.0,0.0,1,9/3/2025,10/1/2025,1/31/2027,N,,27600.0,Y,9200,,,,,
NV,Spruce Mountain Northwest,CM61-BEAD-NV-ELK-0800-0,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Spruce Mountain Northwest and expects to have the project completed by 1/31/2027,L,N,0.0,0.0,1,9/3/2025,10/1/2025,1/31/2027,N,,9000.0,Y,3000,,,,,
NV,Ruby City Creek,CM61-BEAD-NV-ELK-0801-0,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Ruby City Creek and expects to have the project completed by 1/31/2027,L,N,0.0,0.0,1,9/3/2025,10/1/2025,1/31/2027,Y,Ruby Valley,71400.0,Y,23800,,,,,
NV,Black Butte,CM61-BEAD-NV-ELK-0802-0,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Black Butte and expects to have the project completed by 1/31/2027,L,N,0.0,0.0,1,9/3/2025,10/1/2025,1/31/2027,N,,8400.0,Y,2800,,,,,
NV,Montello,CM61-BEAD-NV-ELK-0803-0,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Montello and expects to have the project completed by 1/31/2027,L,N,0.0,0.0,12,9/3/2025,10/1/2025,1/31/2027,N,,18600.0,Y,6200,,,,,
NV,Oasis,CM61-BEAD-NV-ELK-0804-0,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Oasis and expects to have the project completed by 1/31/2027,L,N,0.0,0.0,5,9/3/2025,10/1/2025,1/31/2027,N,,1800.0,Y,600,,,,,
NV,Ninemile Mountain Southwest,CM61-BEAD-NV-ELK-0805-0,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Ninemile Mountain Southwest and expects to have the project completed by 1/31/2027,L,N,0.0,0.0,1,9/3/2025,10/1/2025,1/31/2027,N,,600.0,Y,200,,,,,
NV,Sagecrest,CM61-BEAD-NV-ELK-0806-0,C446FQFZSM64,Rural Telephone Company has been awarded to serve Sagecrest and expects to have the project completed by 12/31/2029,L,Y,0.0,0.0,2,9/3/2025,10/1/2025,12/31/2029,N,,448748.25,Y,149582,,,,,
NV,Gold Creek,CM61-BEAD-NV-ELK-0807-0,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Gold Creek and expects to have the project completed by 1/31/2027,L,N,0.0,0.0,1,9/3/2025,10/1/2025,1/31/2027,N,,600.0,Y,200,,,,,
NV,Mountain City Browns Gulch,CM61-BEAD-NV-ELK-0808-0,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Mountain City Browns Gulch and expects to have the project completed by 1/31/2027,L,N,0.0,0.0,1,9/3/2025,10/1/2025,1/31/2027,N,,600.0,Y,200,,,,,
NV,Merritt Mountain,CM61-BEAD-NV-ELK-0809-0,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Merritt Mountain and expects to have the project completed by 1/31/2027,L,N,0.0,0.0,1,9/3/2025,10/1/2025,1/31/2027,N,,600.0,Y,200,,,,,
NV,Mountain City Harris,CM61-BEAD-NV-ELK-0810-0,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Mountain City Harris and expects to have the project completed by 1/31/2027,L,N,0.0,0.0,1,9/3/2025,10/1/2025,1/31/2027,N,,28200.0,Y,9400,,,,,
NV,Old Devils Gate,CM61-BEAD-NV-ELK-0812-0,P88MULZVED18,Beehive Broadband has been awarded to serve Old Devils Gate and expects to have the project completed by 10/15/2028,L,Y,0.0,0.0,3,9/3/2025,10/1/2025,10/15/2028,N,,1126326.0,Y,0,,,,,
NV,McIntyre,CM61-BEAD-NV-ELK-0813-0,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve McIntyre and expects to have the project completed by 1/31/2027,L,N,0.0,0.0,1,9/3/2025,10/1/2025,1/31/2027,N,,3600.0,Y,1200,,,,,
NV,Eagleview,CM61-BEAD-NV-ELK-0814-0,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Eagleview and expects to have the project completed by 1/31/2027,L,N,0.0,0.0,1,9/3/2025,10/1/2025,1/31/2027,N,,8400.0,Y,2800,,,,,
NV,Devils Gate North,CM61-BEAD-NV-ELK-0815-0,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Devils Gate North and expects to have the project completed by 1/31/2027,L,N,0.0,0.0,1,9/3/2025,10/1/2025,1/31/2027,N,,2400.0,Y,800,,,,,
NV,South Fork,CM61-BEAD-NV-ELK-0816-0,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve South Fork and expects to have the project completed by 1/31/2027,L,N,0.0,0.0,1,9/3/2025,10/1/2025,1/31/2027,N,,600.0,Y,200,,,,,
NV,Hamilton Stage,CM61-BEAD-NV-ELK-0817-0,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Hamilton Stage and expects to have the project completed by 1/31/2027,L,N,0.0,0.0,1,9/3/2025,10/1/2025,1/31/2027,N,,10200.0,Y,3400,,,,,
NV,Smith Creek,CM61-BEAD-NV-ELK-0818-0,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Smith Creek and expects to have the project completed by 1/31/2027,L,N,0.0,0.0,1,9/3/2025,10/1/2025,1/31/2027,N,,1200.0,Y,400,,,,,
NV,Noon Rock,CM61-BEAD-NV-ELK-0819-0,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Noon Rock and expects to have the project completed by 1/31/2027,L,N,0.0,0.0,1,9/3/2025,10/1/2025,1/31/2027,N,,600.0,Y,200,,,,,
NV,Lamoille Hog Tommy,CM61-BEAD-NV-ELK-0820-0,Q69DNN3QN6C5,Anthem Broadband of Nevada has been awarded to serve Lamoille Hog Tommy and expects to have the project completed by 9/30/2028,L,Y,0.0,0.0,5,9/3/2025,10/1/2025,9/30/2028,N,,1856860.76,Y,0,,,,,
NV,Pleasant Valley,CM61-BEAD-NV-ELK-0823-0,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Pleasant Valley and expects to have the project completed by 1/31/2027,L,N,0.0,0.0,1,9/3/2025,10/1/2025,1/31/2027,N,,1800.0,Y,600,,,,,
NV,Beaver Peak,CM61-BEAD-NV-ELK-0955-0,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Beaver Peak and expects to have the project completed by 1/31/2027,L,N,0.0,0.0,1,9/3/2025,10/1/2025,1/31/2027,N,,600.0,Y,200,,,,,
NV,Beaver Creek,CM61-BEAD-NV-ELK-0956-0,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Beaver Creek and expects to have the project completed by 1/31/2027,L,N,0.0,0.0,1,9/3/2025,10/1/2025,1/31/2027,N,,600.0,Y,200,,,,,
NV,Lee South,CM61-BEAD-NV-ELK-0971-0,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Lee South and expects to have the project completed by 12/31/2026,L,N,0.0,0.0,1,9/3/2025,10/1/2025,12/31/2026,Y,South Fork,5400.0,Y,0,,,,,
NV,Last Chance,CM61-BEAD-NV-ELK-0974-0,Q69DNN3QN6C5,Anthem Broadband of Nevada has been awarded to serve Last Chance and expects to have the project completed by 12/31/2028,L,Y,0.0,1.0,1,9/3/2025,10/1/2025,12/31/2028,N,,30000.0,Y,44223,,,,,
NV,Wisconsin,CM61-BEAD-NV-ELK-0975-0,H5JUPMRB3KX6,Space Exploration Technologies Corp has been awarded to serve Wisconsin and expects to have the project completed by 1/1/2026,L,N,0.0,0.0,1,9/3/2025,10/1/2025,1/1/2026,N,,750.0,Y,0,,,,,
NV,Wells Colony,CM61-BEAD-NV-ELK-0999-2,E9QDM8AGM7J5,Satview Broadband Ltd has been awarded to serve Wells Colony and expects to have the project completed by 3/30/2026,L,Y,0.0,0.5,1,9/3/2025,10/1/2025,3/30/2026,Y,Wells,22770.0,Y,0,,,,,
NV,Belmont Creek,CM61-BEAD-NV-ELK-1016-0,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Belmont Creek and expects to have the project completed by 1/31/2027,L,N,0.0,0.0,1,9/3/2025,10/1/2025,1/31/2027,N,,1200.0,Y,400,,,,,
NV,Knoll Mountain,CM61-BEAD-NV-ELK-1042-0,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Knoll Mountain and expects to have the project completed by 1/31/2027,L,N,0.0,0.0,3,9/3/2025,10/1/2025,1/31/2027,N,,600.0,Y,200,,,,,
NV,Silver Peak Silverpeak,CM61-BEAD-NV-ESM-0143-1,H5JUPMRB3KX6,Space Exploration Technologies Corp has been awarded to serve Silver Peak Silverpeak and expects to have the project completed by 1/1/2026,L,N,0.0,0.0,5,9/3/2025,10/1/2025,1/1/2026,N,,51000.0,Y,0,,,,,
NV,Goldfield,CM61-BEAD-NV-ESM-0144-1,E9QDM8AGM7J5,Satview Broadband Ltd has been awarded to serve Goldfield and expects to have the project completed by 6/1/2027,L,Y,20.0,2.0,4,9/3/2025,10/1/2025,6/1/2027,N,,2147782.04,Y,0,,,,,
NV,Mount Jackson,CM61-BEAD-NV-ESM-0145-1,H5JUPMRB3KX6,Space Exploration Technologies Corp has been awarded to serve Mount Jackson and expects to have the project completed by 1/1/2026,L,N,0.0,0.0,3,9/3/2025,10/1/2025,1/1/2026,N,,3000.0,Y,0,,,,,
NV,Lida,CM61-BEAD-NV-ESM-0430-1,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Lida and expects to have the project completed by 1/31/2027,L,N,0.0,0.0,1,9/3/2025,10/1/2025,1/31/2027,N,,4800.0,Y,0,,,,,
NV,Crow Springs,CM61-BEAD-NV-ESM-0431-1,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Crow Springs and expects to have the project completed by 1/31/2027,L,N,0.0,0.0,1,9/3/2025,10/1/2025,1/31/2027,N,,800.0,Y,0,,,,,
NV,Split Mountain,CM61-BEAD-NV-ESM-0433-1,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Split Mountain and expects to have the project completed by 1/31/2027,L,N,0.0,0.0,1,9/3/2025,10/1/2025,1/31/2027,N,,800.0,Y,0,,,,,
NV,Sylvania Mountains,CM61-BEAD-NV-ESM-0435-1,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Sylvania Mountains and expects to have the project completed by 1/31/2027,L,N,0.0,0.0,1,9/3/2025,10/1/2025,1/31/2027,N,,1600.0,Y,0,,,,,
NV,Alkali,CM61-BEAD-NV-ESM-0438-1,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Alkali and expects to have the project completed by 1/31/2027,L,N,0.0,0.0,1,9/3/2025,10/1/2025,1/31/2027,N,,800.0,Y,0,,,,,
NV,Rock Hill,CM61-BEAD-NV-ESM-0440-1,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Rock Hill and expects to have the project completed by 1/31/2027,L,N,0.0,0.0,1,9/3/2025,10/1/2025,1/31/2027,N,,800.0,Y,0,,,,,
NV,Sylvania Canyon,CM61-BEAD-NV-ESM-0442-1,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Sylvania Canyon and expects to have the project completed by 1/31/2027,L,N,0.0,0.0,1,9/3/2025,10/1/2025,1/31/2027,N,,800.0,Y,0,,,,,
NV,Boundary Peak,CM61-BEAD-NV-ESM-0861-1,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Boundary Peak and expects to have the project completed by 1/31/2027,L,N,0.0,0.0,1,9/3/2025,10/1/2025,1/31/2027,N,,800.0,Y,0,,,,,
NV,Dyer,CM61-BEAD-NV-ESM-0862-1,MSLKPMKNF5E6,Valley Electric Association Inc has been awarded to serve Dyer and expects to have the project completed by 1/1/2030,L,Y,0.0,0.0,12,9/3/2025,10/1/2025,1/1/2030,N,,1858606.0,Y,464651,,,,,
NV,Mount Butte,CM61-BEAD-NV-ESM-0949-1,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Mount Butte and expects to have the project completed by 12/31/2026,L,N,0.0,0.0,1,9/3/2025,10/1/2025,12/31/2026,N,,5600.0,Y,0,,,,,
NV,Eureka Home Stake,CM61-BEAD-NV-EUR-0067-0,PX3CHN4WCPG3,Amazon Kuiper Commercial Services has been awarded to serve Eureka Home Stake and expects to have the project completed by 1/31/2027,L,N,0.0,0.0,2,9/3/2025,10/1/2025,1/31/2027,N,,600.0,Y,200,,,,,
NV,Beowawe,CM61-BEAD-NV-EUR-0174-1,H5JUPMRB3KX6,Space Exploration Technologies Corp has been awarded to serve Beowawe and expects to have the project completed by 1/1/2026,L,N,0.0,0.0,2,9/3/2025,10/1/2025,1/1/2026,N,,9000.0,Y,0,,,,,
